1.7329,4.32451,3.79104
2.94543,6.48502,7.04839
3.71903,7.6297,9.92456
4.31873,8.81816,12.4197
4.76809,9.46371,14.5341
5.16713,10.4417,16.2673
6.03463,12.1463,17.6198
5.78887,12.0283,18.5915
5.918,12.1316,19.182
5.92175,12.094,19.3914
2.08441,4.70282,3.79106
2.85837,6.04713,7.04827
3.75006,7.97767,9.92449
4.29504,8.89122,12.42
4.72879,10.0081,14.5339
5.10836,9.82576,16.2676
5.57753,10.7767,17.6202
5.8118,10.7073,18.5915
5.90628,12.4949,19.1819
5.99303,12.3137,19.3912
1.76233,3.91856,3.79098
2.98008,6.82406,7.04827
3.67139,7.12277,9.92429
4.37079,8.70799,12.4199
4.74305,9.81211,14.5341
5.26849,10.6113,16.2677
5.60062,11.0561,17.6199
5.75979,11.106,18.5914
5.98904,11.0403,19.1818
5.97598,11.3767,19.3913
1.75277,4.26237,3.79105
2.97353,6.68145,7.04821
3.75305,7.43005,9.92452
4.68489,8.97432,12.4197
4.76342,9.48633,14.534
5.20781,10.4506,16.2675
5.49931,11.5422,17.6198
5.82319,11.0635,18.5915
5.94191,12.1903,19.1819
6.0006,12.6866,19.3914
1.74921,4.01835,3.79109
2.89068,6.04615,7.04823
3.61336,7.37511,9.92455
4.30999,8.74663,12.4196
5.56631,10.0055,14.5341
5.20422,9.9373,16.2677
5.50101,11.2177,17.6201
5.74396,11.1568,18.5914
5.92112,11.3258,19.1817
5.97782,11.4816,19.3912
