0.260319,0.748183,0.316662
0.739371,2.01023,1.1281
1.46717,3.93607,2.43486
2.43717,6.36119,4.23684
3.67926,9.57471,6.53382
5.0492,13.2519,9.32652
6.65477,17.5904,12.6142
8.04185,22.0616,16.397
9.2198,26.6833,20.6756
11.0322,32.3236,25.4485
